AUTH_CDT,MERCH_CAT_CD,TRAN_FRAUD,ZIP_CD,ECI_IND,APPROVED_AMT,DECLINE_RES1,AUTH_CD,ADFLAG,MCC_Description,ECI_Description,TRAN_FRAUD_N,TRAN_FRAUD_Y,ADFLAG_BINARY
2023-11-02,5815,N,G3C2W,7,12.64,0,07077E,approved,Digital Goods Media,Authentication Failed/Unavailable,1,0,1
2023-11-03,5815,N,G3C2W,6,9.15,0,08094E,approved,Digital Goods Media,Authentication Attempted,1,0,1
2023-11-04,7997,N,G3C2W,0,19.55,0,05040E,approved,"Membership Clubs (Sports, Recreation)",Authentication Failed/Unavailable,1,0,1
2023-11-08,4816,N,G3C2W,6,21.83,0,06958E,approved,Prepaid Telephone Cards,Authentication Attempted,1,0,1
2023-11-09,5814,N,G3C2W,0,2.63,0,08830E,approved,Fast Food Restaurants,Authentication Failed/Unavailable,1,0,1
2023-11-09,5816,N,G3C2W,0,103.47,0,06614E,approved,Fast Food Restaurants,Authentication Failed/Unavailable,1,0,1
2023-11-12,4816,N,G3C2W,0,6.87,7,06856E,decline,Prepaid Telephone Cards,Authentication Failed/Unavailable,1,0,0
2023-11-12,4816,N,G3C2W,6,12.62,0,02017E,approved,Prepaid Telephone Cards,Authentication Attempted,1,0,1
2023-11-18,7997,N,G3C2W,0,19.55,0,03431E,approved,"Membership Clubs (Sports, Recreation)",Authentication Failed/Unavailable,1,0,1
2023-11-22,3000,N,G3C2W,0,27.52,8997,01217E,approved,Airlines,Authentication Failed/Unavailable,1,0,1
2023-11-22,3000,N,G3C2W,0,50.94,0,01276E,approved,Airlines,Authentication Failed/Unavailable,1,0,1
2023-11-22,7997,N,G3C2W,0,19.55,0,06612E,approved,"Membership Clubs (Sports, Recreation)",Authentication Failed/Unavailable,1,0,1
2023-11-23,5814,N,G3C2W,0,4.6,0,02583E,approved,Fast Food Restaurants,Authentication Failed/Unavailable,1,0,1
2023-11-24,7997,N,G3C2W,0,27.52,0,03944E,approved,"Membership Clubs (Sports, Recreation)",Authentication Failed/Unavailable,1,0,1
2023-11-27,5814,N,G3C2W,0,2.52,0,03130E,approved,Fast Food Restaurants,Authentication Failed/Unavailable,1,0,1
2023-11-29,4816,N,G3C2W,0,65.31,0,02204E,approved,Prepaid Telephone Cards,Authentication Failed/Unavailable,1,0,1
2023-11-30,4816,N,G3C2W,6,80.18,0,07686E,approved,Prepaid Telephone Cards,Authentication Attempted,1,0,1
2023-11-30,5814,N,G3C2W,0,2.63,0,03434E,approved,Fast Food Restaurants,Authentication Failed/Unavailable,1,0,1
2023-12-01,5815,N,G3C2W,6,9.15,0,06600E,approved,Digital Goods Media,Authentication Attempted,1,0,1
2023-12-02,5815,N,G3C2W,7,12.64,0,07185E,approved,Digital Goods Media,Authentication Failed/Unavailable,1,0,1
2023-12-04,8398,N,G3C2W,6,10.0,0,05580E,approved,Charitable and Social Service Organizations,Authentication Attempted,1,0,1
2023-12-07,5814,N,G3C2W,0,2.63,0,06684E,approved,Fast Food Restaurants,Authentication Failed/Unavailable,1,0,1
2023-12-07,4816,N,G3C2W,6,34.15,0,02981E,approved,Prepaid Telephone Cards,Authentication Attempted,1,0,1
2023-12-07,4816,N,G3C2W,6,34.15,0,03072E,approved,Prepaid Telephone Cards,Authentication Attempted,1,0,1
2023-12-08,4816,N,G3C2W,6,11.26,0,07084E,approved,Prepaid Telephone Cards,Authentication Attempted,1,0,1
2023-12-09,7512,N,G3C2W,2,27.52,9011,07632E,approved,Car Rental Agencies,Authentication Successful,1,0,1
2023-12-14,5814,N,G3C2W,0,2.63,0,08376E,approved,Fast Food Restaurants,Authentication Failed/Unavailable,1,0,1
2023-12-17,4816,N,G3C2W,0,12.79,7,01718E,decline,Prepaid Telephone Cards,Authentication Failed/Unavailable,1,0,0
2023-12-17,4816,N,G3C2W,6,40.23,0,03578E,approved,Prepaid Telephone Cards,Authentication Attempted,1,0,1
2023-12-18,4816,N,G3C2W,6,37.93,0,08717E,approved,Prepaid Telephone Cards,Authentication Attempted,1,0,1
2023-12-18,5943,N,G3C2W,0,27.45,0,02824E,approved,Stationery Stores,Authentication Failed/Unavailable,1,0,1
2023-12-22,7523,N,G3C2W,0,27.52,8997,07430E,approved,Parking Lots and Garages,Authentication Failed/Unavailable,1,0,1
2023-12-25,4816,N,G3C2W,6,11.49,0,06730E,approved,Prepaid Telephone Cards,Authentication Attempted,1,0,1
2023-12-25,5814,N,G3C2W,0,13.61,7,01930E,decline,Fast Food Restaurants,Authentication Failed/Unavailable,1,0,0
2023-12-25,5814,N,G3C2W,0,19.27,0,01977E,approved,Fast Food Restaurants,Authentication Failed/Unavailable,1,0,1
2023-12-26,4814,N,G3C2W,2,5.1,8997,06345E,approved,Telecommunication Services,Authentication Successful,1,0,1
2023-12-29,5815,N,G3C2W,6,9.15,0,07090E,approved,Digital Goods Media,Authentication Attempted,1,0,1
2024-01-02,5815,N,G3C2W,7,12.64,0,07339E,approved,Digital Goods Media,Authentication Failed/Unavailable,1,0,1
2024-01-08,4121,N,G3C2W,6,25.87,0,02086E,approved,Taxi Services,Authentication Attempted,1,0,1
2024-01-16,7011,N,G3C2W,0,27.52,8997,00424E,approved,"Lodging - Hotels, Motels",Authentication Failed/Unavailable,1,0,1
2024-01-17,4816,N,G3C2W,0,21.97,7,09321E,decline,Prepaid Telephone Cards,Authentication Failed/Unavailable,1,0,0
2024-01-17,4816,N,G3C2W,6,71.05,0,04574E,approved,Prepaid Telephone Cards,Authentication Attempted,1,0,1
2024-01-22,5943,N,G3C2W,0,103.69,9004,01020E,approved,Stationery Stores,Authentication Failed/Unavailable,1,0,1
2024-01-24,5943,N,G3C2W,0,78.81,0,04330E,approved,Stationery Stores,Authentication Failed/Unavailable,1,0,1
2024-01-25,5943,N,G3C2W,0,98.4,0,04431E,approved,Stationery Stores,Authentication Failed/Unavailable,1,0,1
2024-01-26,5815,N,G3C2W,6,9.15,0,06919E,approved,Digital Goods Media,Authentication Attempted,1,0,1
2023-11-21,4816,N,G3L2S,0,13.71,7,01394E,decline,Prepaid Telephone Cards,Authentication Failed/Unavailable,1,0,0
2023-11-21,4816,N,G3L2S,6,27.52,8997,06365E,approved,Prepaid Telephone Cards,Authentication Attempted,1,0,1
2023-11-23,4816,N,G3L2S,6,27.52,8997,06989E,approved,Prepaid Telephone Cards,Authentication Attempted,1,0,1
2023-11-23,4816,N,G3L2S,6,94.27,0,00167E,approved,Prepaid Telephone Cards,Authentication Attempted,1,0,1
2023-11-24,4816,N,G3L2S,6,56.56,0,07659E,approved,Prepaid Telephone Cards,Authentication Attempted,1,0,1
2023-11-27,4816,N,G3L2S,6,96.39,0,02121E,approved,Prepaid Telephone Cards,Authentication Attempted,1,0,1
2023-11-30,4816,N,G3L2S,0,48.85,0,05337E,approved,Prepaid Telephone Cards,Authentication Failed/Unavailable,1,0,1
2023-12-05,4816,N,G3L2S,6,27.52,8997,06058E,approved,Prepaid Telephone Cards,Authentication Attempted,1,0,1
2023-12-13,4816,N,G3L2S,6,104.61,8997,09472E,approved,Prepaid Telephone Cards,Authentication Attempted,1,0,1
2023-12-13,4816,N,G3L2S,6,79.31,0,09596E,approved,Prepaid Telephone Cards,Authentication Attempted,1,0,1
2023-12-16,4816,N,G3L2S,6,103.47,8997,06885E,approved,Prepaid Telephone Cards,Authentication Attempted,1,0,1
2023-12-18,5411,N,G3L2S,6,55.9,0,00202E,approved,Grocery Stores and Supermarkets,Authentication Attempted,1,0,1
2023-12-19,5411,N,G3L2S,6,20.06,0,07489E,approved,Grocery Stores and Supermarkets,Authentication Attempted,1,0,1
2024-01-03,4722,N,G3L2S,0,27.52,9004,04279E,approved,Travel Agencies and Tour Operators,Authentication Failed/Unavailable,1,0,1
2024-01-05,4722,N,G3L2S,0,104.13,9004,06308E,approved,Travel Agencies and Tour Operators,Authentication Failed/Unavailable,1,0,1
2024-01-06,4121,N,G3L2S,0,16.79,7,06648E,decline,Taxi Services,Authentication Failed/Unavailable,1,0,0
2024-01-19,4816,N,G3L2S,0,8.19,7,08693E,decline,Prepaid Telephone Cards,Authentication Failed/Unavailable,1,0,0
2024-01-20,4816,N,G3L2S,6,27.52,8997,02971E,approved,Prepaid Telephone Cards,Authentication Attempted,1,0,1
2024-01-31,4816,N,G3L2S,6,27.52,8997,03900E,approved,Prepaid Telephone Cards,Authentication Attempted,1,0,1
2024-02-01,4816,N,G3L2S,6,22.97,0,02907E,approved,Prepaid Telephone Cards,Authentication Attempted,1,0,1
2023-11-01,4816,N,M5V4B,0,15.6,0,02437E,approved,Prepaid Telephone Cards,Authentication Failed/Unavailable,1,0,1
2023-11-03,7523,N,M5V4B,0,10.0,0,07768E,approved,Parking Lots and Garages,Authentication Failed/Unavailable,1,0,1
2023-11-09,4722,N,M5V4B,0,27.52,8997,06267E,approved,Travel Agencies and Tour Operators,Authentication Failed/Unavailable,1,0,1
2023-11-10,6300,N,M5V4B,0,72.85,0,05156E,approved,"Insurance Sales, Underwriting, and Premiums",Authentication Failed/Unavailable,1,0,1
2023-11-11,4816,N,M5V4B,7,4.32,0,09494E,approved,Prepaid Telephone Cards,Authentication Failed/Unavailable,1,0,1
2023-11-11,4121,N,M5V4B,6,35.55,0,00678E,approved,Taxi Services,Authentication Attempted,1,0,1
2023-11-11,5812,N,M5V4B,6,29.35,0,03152E,approved,Restaurants,Authentication Attempted,1,0,1
2023-11-12,5968,N,M5V4B,6,5.64,0,02740E,approved,Direct Marketing - Other Direct Marketers,Authentication Attempted,1,0,1
2023-11-13,5812,N,M5V4B,6,30.32,0,01379E,approved,Restaurants,Authentication Attempted,1,0,1
2023-11-16,5192,N,M5V4B,7,13.71,0,04777E,approved,"Books, Periodicals, and Newspapers",Authentication Failed/Unavailable,1,0,1
2023-11-21,5734,N,M5V4B,7,31.04,0,08728E,approved,Computer Software Stores,Authentication Failed/Unavailable,1,0,1
2023-11-22,5815,N,M5V4B,7,6.77,0,04658E,approved,Digital Goods Media,Authentication Failed/Unavailable,1,0,1
2023-11-25,5812,N,M5V4B,6,29.83,0,07366E,approved,Restaurants,Authentication Attempted,1,0,1
2023-11-28,5812,N,M5V4B,6,20.87,0,06082E,approved,Restaurants,Authentication Attempted,1,0,1
2023-11-28,5812,N,M5V4B,6,29.95,0,04746E,approved,Restaurants,Authentication Attempted,1,0,1
2023-11-29,5812,N,M5V4B,0,22.47,560,03364E,decline,Restaurants,Authentication Failed/Unavailable,1,0,0
2023-11-29,5812,N,M5V4B,0,43.58,9004,01389E,approved,Restaurants,Authentication Failed/Unavailable,1,0,1
2023-11-30,4121,N,M5V4B,6,29.78,8997,01596E,approved,Taxi Services,Authentication Attempted,1,0,1
2023-11-30,4121,N,M5V4B,6,7.9,8997,03101E,approved,Taxi Services,Authentication Attempted,1,0,1
2023-11-30,4121,N,M5V4B,6,4.01,8997,05957E,approved,Taxi Services,Authentication Attempted,1,0,1
2023-12-01,4121,N,M5V4B,6,10.91,8997,07909E,approved,Taxi Services,Authentication Attempted,1,0,1
2023-12-01,4121,N,M5V4B,6,11.04,8997,05082E,approved,Taxi Services,Authentication Attempted,1,0,1
2023-12-01,4121,N,M5V4B,6,8.02,8997,07235E,approved,Taxi Services,Authentication Attempted,1,0,1
2023-12-01,4121,N,M5V4B,6,4.87,8997,00285E,approved,Taxi Services,Authentication Attempted,1,0,1
2023-12-02,4121,N,M5V4B,6,3.62,8997,03297E,approved,Taxi Services,Authentication Attempted,1,0,1
2023-12-02,4121,N,M5V4B,6,3.89,8997,05623E,approved,Taxi Services,Authentication Attempted,1,0,1
2023-12-02,4121,N,M5V4B,6,5.07,8997,09355E,approved,Taxi Services,Authentication Attempted,1,0,1
2023-12-03,4121,N,M5V4B,6,8.01,8997,09499E,approved,Taxi Services,Authentication Attempted,1,0,1
2023-12-03,4121,N,M5V4B,6,8.06,8997,02746E,approved,Taxi Services,Authentication Attempted,1,0,1
2023-12-03,3039,N,M5V4B,0,27.52,8997,00849E,approved,Airlines,Authentication Failed/Unavailable,1,0,1
2023-12-03,4121,N,M5V4B,6,3.48,8997,04731E,approved,Taxi Services,Authentication Attempted,1,0,1
2023-12-04,4121,N,M5V4B,6,5.67,8997,01781E,approved,Taxi Services,Authentication Attempted,1,0,1
2023-12-04,4121,N,M5V4B,6,36.02,8997,00517E,approved,Taxi Services,Authentication Attempted,1,0,1
2023-12-04,4121,N,M5V4B,6,31.5,8997,09021E,approved,Taxi Services,Authentication Attempted,1,0,1
2023-12-04,5812,N,M5V4B,6,34.56,9004,01057E,approved,Restaurants,Authentication Attempted,1,0,1
2023-12-09,5812,N,M5V4B,6,24.36,0,04181E,approved,Restaurants,Authentication Attempted,1,0,1
2023-12-09,4121,N,M5V4B,7,11.29,0,04558E,approved,Taxi Services,Authentication Failed/Unavailable,1,0,1
2023-12-09,5812,N,M5V4B,6,15.33,0,06886E,approved,Restaurants,Authentication Attempted,1,0,1
2023-12-10,6300,N,M5V4B,0,72.85,0,04343E,approved,"Insurance Sales, Underwriting, and Premiums",Authentication Failed/Unavailable,1,0,1
2023-12-11,4816,N,M5V4B,7,4.24,0,04562E,approved,Prepaid Telephone Cards,Authentication Failed/Unavailable,1,0,1
2023-12-12,5968,N,M5V4B,6,5.64,0,04726E,approved,Direct Marketing - Other Direct Marketers,Authentication Attempted,1,0,1
2023-12-13,7372,N,M5V4B,0,15.6,0,00383E,approved,Computer Programming,Authentication Failed/Unavailable,1,0,1
2023-12-15,5812,N,M5V4B,6,19.6,0,04689E,approved,Restaurants,Authentication Attempted,1,0,1
2023-12-15,5812,N,M5V4B,6,38.16,0,05336E,approved,Restaurants,Authentication Attempted,1,0,1
2023-12-16,5192,N,M5V4B,7,13.42,0,08419E,approved,"Books, Periodicals, and Newspapers",Authentication Failed/Unavailable,1,0,1
2023-12-21,4816,N,M5V4B,0,11.3,7,01363E,decline,Prepaid Telephone Cards,Authentication Failed/Unavailable,1,0,0
2023-12-21,4816,N,M5V4B,6,27.52,8997,02028E,approved,Prepaid Telephone Cards,Authentication Attempted,1,0,1
2023-12-21,5734,N,M5V4B,7,30.23,0,05439E,approved,Computer Software Stores,Authentication Failed/Unavailable,1,0,1
2023-12-22,5815,N,M5V4B,7,6.77,0,04785E,approved,Digital Goods Media,Authentication Failed/Unavailable,1,0,1
2023-12-23,4121,N,M5V4B,6,29.69,0,00431E,approved,Taxi Services,Authentication Attempted,1,0,1
2023-12-25,5999,N,M5V4B,0,27.52,0,09767E,approved,Miscellaneous Retail Stores,Authentication Failed/Unavailable,1,0,1
2023-12-26,5968,N,M5V4B,0,10.88,7,09003E,decline,Direct Marketing - Other Direct Marketers,Authentication Failed/Unavailable,1,0,0
2023-12-28,7523,N,M5V4B,0,2.0,0,00849E,approved,Parking Lots and Garages,Authentication Failed/Unavailable,1,0,1
2023-12-29,7523,N,M5V4B,0,10.0,0,09159E,approved,Parking Lots and Garages,Authentication Failed/Unavailable,1,0,1
2023-12-30,7523,N,M5V4B,0,2.0,0,09735E,approved,Parking Lots and Garages,Authentication Failed/Unavailable,1,0,1
2023-12-31,7523,N,M5V4B,0,10.0,0,09376E,approved,Parking Lots and Garages,Authentication Failed/Unavailable,1,0,1
2024-01-01,7372,N,M5V4B,0,15.6,0,01982E,approved,Computer Programming,Authentication Failed/Unavailable,1,0,1
2024-01-02,7523,N,M5V4B,0,72.75,0,06962E,approved,Parking Lots and Garages,Authentication Failed/Unavailable,1,0,1
2024-01-02,5999,N,M5V4B,0,50.0,0,00608E,approved,Miscellaneous Retail Stores,Authentication Failed/Unavailable,1,0,1
2024-01-03,5200,N,M5V4B,0,27.52,9004,04559E,approved,Home Improvement Stores,Authentication Failed/Unavailable,1,0,1
2024-01-06,5812,N,M5V4B,6,19.13,0,05769E,approved,Restaurants,Authentication Attempted,1,0,1
2024-01-06,7523,N,M5V4B,0,10.0,0,03766E,approved,Parking Lots and Garages,Authentication Failed/Unavailable,1,0,1
2024-01-07,5812,N,M5V4B,6,20.7,0,05897E,approved,Restaurants,Authentication Attempted,1,0,1
2024-01-08,5999,N,M5V4B,0,27.52,0,04491E,approved,Miscellaneous Retail Stores,Authentication Failed/Unavailable,1,0,1
2024-01-08,4121,N,M5V4B,7,11.29,0,04692E,approved,Taxi Services,Authentication Failed/Unavailable,1,0,1
2024-01-09,4121,N,M5V4B,6,11.15,0,01364E,approved,Taxi Services,Authentication Attempted,1,0,1
2024-01-10,4121,N,M5V4B,6,9.92,0,01561E,approved,Taxi Services,Authentication Attempted,1,0,1
2024-01-10,6300,N,M5V4B,0,72.85,0,03147E,approved,"Insurance Sales, Underwriting, and Premiums",Authentication Failed/Unavailable,1,0,1
2024-01-10,5812,N,M5V4B,6,18.31,0,02367E,approved,Restaurants,Authentication Attempted,1,0,1
2024-01-11,4816,N,M5V4B,7,4.17,0,01169E,approved,Prepaid Telephone Cards,Authentication Failed/Unavailable,1,0,1
2024-01-12,5968,N,M5V4B,6,5.64,0,02220E,approved,Direct Marketing - Other Direct Marketers,Authentication Attempted,1,0,1
2024-01-16,5192,N,M5V4B,7,13.44,0,00799E,approved,"Books, Periodicals, and Newspapers",Authentication Failed/Unavailable,1,0,1
2024-01-16,5815,N,M5V4B,0,133.68,9004,07358E,approved,Digital Goods Media,Authentication Failed/Unavailable,1,0,1
2024-01-17,5999,N,M5V4B,7,50.0,0,01950E,approved,Miscellaneous Retail Stores,Authentication Failed/Unavailable,1,0,1
2024-01-20,4816,N,M5V4B,6,101.69,8997,06881E,approved,Prepaid Telephone Cards,Authentication Attempted,1,0,1
2024-01-21,5999,N,M5V4B,0,13.43,7,03999E,decline,Miscellaneous Retail Stores,Authentication Failed/Unavailable,1,0,0
2024-01-21,5999,N,M5V4B,0,10.36,7,06660E,decline,Miscellaneous Retail Stores,Authentication Failed/Unavailable,1,0,0
2024-01-21,5999,N,M5V4B,6,27.52,0,06741E,approved,Miscellaneous Retail Stores,Authentication Attempted,1,0,1
2024-01-21,5734,N,M5V4B,7,30.56,0,00630E,approved,Computer Software Stores,Authentication Failed/Unavailable,1,0,1
2024-01-22,5815,N,M5V4B,7,6.77,0,04658E,approved,Digital Goods Media,Authentication Failed/Unavailable,1,0,1
2024-01-22,5999,N,M5V4B,7,27.52,0,07234E,approved,Miscellaneous Retail Stores,Authentication Failed/Unavailable,1,0,1
2024-01-22,5812,N,M5V4B,6,13.57,0,01102E,approved,Restaurants,Authentication Attempted,1,0,1
2024-01-23,5812,N,M5V4B,6,37.96,0,00689E,approved,Restaurants,Authentication Attempted,1,0,1
2024-01-27,4121,N,M5V4B,6,22.75,0,04405E,approved,Taxi Services,Authentication Attempted,1,0,1
2024-01-27,4121,N,M5V4B,6,12.62,0,00030E,approved,Taxi Services,Authentication Attempted,1,0,1
2024-01-28,4121,N,M5V4B,6,50.5,0,01539E,approved,Taxi Services,Authentication Attempted,1,0,1
2024-01-28,4121,N,M5V4B,6,52.12,0,01791E,approved,Taxi Services,Authentication Attempted,1,0,1
2024-01-28,4121,N,M5V4B,6,14.94,0,00136E,approved,Taxi Services,Authentication Attempted,1,0,1
2024-01-28,4121,N,M5V4B,6,71.83,0,03081E,approved,Taxi Services,Authentication Attempted,1,0,1
2024-01-28,5814,N,M5V4B,2,6.51,8997,06756E,approved,Fast Food Restaurants,Authentication Successful,1,0,1
2024-01-31,5999,N,M5V4B,7,50.0,0,02077E,approved,Miscellaneous Retail Stores,Authentication Failed/Unavailable,1,0,1
2024-01-22,5311,N,L6M3W,0,27.52,9004,01747E,approved,Department Stores,Authentication Failed/Unavailable,1,0,1
2024-01-22,5311,N,L6M3W,0,27.52,9004,09370E,approved,Department Stores,Authentication Failed/Unavailable,1,0,1
2024-01-23,4816,N,L6M3W,0,12.61,7,02308E,decline,Prepaid Telephone Cards,Authentication Failed/Unavailable,1,0,0
2024-01-23,4816,N,L6M3W,0,23.77,7,03697E,decline,Prepaid Telephone Cards,Authentication Failed/Unavailable,1,0,0
2024-01-23,4816,N,L6M3W,0,7.15,7,04033E,decline,Prepaid Telephone Cards,Authentication Failed/Unavailable,1,0,0
2024-01-30,5311,N,L6M3W,6,31.8,0,00242E,approved,Department Stores,Authentication Attempted,1,0,1
2024-01-30,5311,N,L6M3W,6,18.78,48,0,decline,Department Stores,Authentication Attempted,1,0,0
2024-01-20,5816,N,M5E1Z,0,6.37,86,00073E,approved,Fast Food Restaurants,Authentication Failed/Unavailable,1,0,1
2023-10-30,4816,N,C0A2B,6,5.94,0,07016E,approved,Prepaid Telephone Cards,Authentication Attempted,1,0,1
2023-10-30,4816,N,C0A2B,6,3.98,0,07191E,approved,Prepaid Telephone Cards,Authentication Attempted,1,0,1
2023-11-01,4816,N,C0A2B,6,35.58,0,07110E,approved,Prepaid Telephone Cards,Authentication Attempted,1,0,1
2023-11-01,4816,N,C0A2B,6,40.24,0,06833E,approved,Prepaid Telephone Cards,Authentication Attempted,1,0,1
2023-11-03,5942,N,C0A2B,0,15.41,7,06418E,decline,Book Stores,Authentication Failed/Unavailable,1,0,0
2023-11-03,5999,N,C0A2B,6,56.57,0,08335E,approved,Miscellaneous Retail Stores,Authentication Attempted,1,0,1
2023-11-03,5818,N,C0A2B,0,14.94,8997,00197E,approved,"Cafeterias, Coffee Shops, Donuts",Authentication Failed/Unavailable,1,0,1
2023-11-03,5818,N,C0A2B,0,19.54,8997,09188E,approved,"Cafeterias, Coffee Shops, Donuts",Authentication Failed/Unavailable,1,0,1
2023-11-05,4814,N,C0A2B,0,50.4,0,06324E,approved,Telecommunication Services,Authentication Failed/Unavailable,1,0,1
2023-11-05,4816,N,C0A2B,0,21.15,7,05604E,decline,Prepaid Telephone Cards,Authentication Failed/Unavailable,1,0,0
2023-11-07,5732,N,C0A2B,0,20.27,7,07013E,decline,Electronics Stores,Authentication Failed/Unavailable,1,0,0
2023-11-08,4816,N,C0A2B,6,32.39,0,02867E,approved,Prepaid Telephone Cards,Authentication Attempted,1,0,1
2023-11-09,4814,N,C0A2B,0,86.25,0,03559E,approved,Telecommunication Services,Authentication Failed/Unavailable,1,0,1
2023-11-12,5732,N,C0A2B,0,27.52,8997,03360E,approved,Electronics Stores,Authentication Failed/Unavailable,1,0,1
2023-11-14,5734,N,C0A2B,0,27.66,0,01147E,approved,Computer Software Stores,Authentication Failed/Unavailable,1,0,1
2023-11-15,5045,N,C0A2B,0,19.55,0,05906E,approved,Computers and Computer Peripheral Equipment,Authentication Failed/Unavailable,1,0,1
2023-11-19,4816,N,C0A2B,6,15.84,0,03280E,approved,Prepaid Telephone Cards,Authentication Attempted,1,0,1
2023-11-24,4816,N,C0A2B,6,22.83,0,06037E,approved,Prepaid Telephone Cards,Authentication Attempted,1,0,1
2023-11-24,6300,N,C0A2B,0,27.52,8997,09192E,approved,"Insurance Sales, Underwriting, and Premiums",Authentication Failed/Unavailable,1,0,1
2023-11-25,4816,N,C0A2B,6,14.43,0,09760E,approved,Prepaid Telephone Cards,Authentication Attempted,1,0,1
2023-11-25,5732,N,C0A2B,0,0.01,7,06165E,decline,Electronics Stores,Authentication Failed/Unavailable,1,0,0
2023-11-25,5817,N,C0A2B,0,67.2,0,03400E,approved,Delicatessens,Authentication Failed/Unavailable,1,0,1
2023-11-25,5817,N,C0A2B,0,21.95,124,0,decline,Delicatessens,Authentication Failed/Unavailable,1,0,0
2023-11-25,5732,N,C0A2B,2,27.52,9009,00734E,approved,Electronics Stores,Authentication Successful,1,0,1
2023-11-27,5732,N,C0A2B,0,22.75,7,01657E,decline,Electronics Stores,Authentication Failed/Unavailable,1,0,0
2023-11-30,4816,N,C0A2B,6,7.35,0,03409E,approved,Prepaid Telephone Cards,Authentication Attempted,1,0,1
2023-12-02,5251,N,C0A2B,0,0.77,7,05077E,decline,Hardware Stores,Authentication Failed/Unavailable,1,0,0
2023-12-02,5251,N,C0A2B,0,126.49,8997,05999E,approved,Hardware Stores,Authentication Failed/Unavailable,1,0,1
2023-12-03,4816,N,C0A2B,6,25.51,0,06810E,approved,Prepaid Telephone Cards,Authentication Attempted,1,0,1
2023-12-03,4816,N,C0A2B,6,7.81,0,09585E,approved,Prepaid Telephone Cards,Authentication Attempted,1,0,1
2023-12-03,4816,N,C0A2B,6,12.5,0,09675E,approved,Prepaid Telephone Cards,Authentication Attempted,1,0,1
2023-12-03,4816,N,C0A2B,6,17.19,0,09822E,approved,Prepaid Telephone Cards,Authentication Attempted,1,0,1
2023-12-03,4816,N,C0A2B,6,13.26,0,00129E,approved,Prepaid Telephone Cards,Authentication Attempted,1,0,1
2023-12-03,4816,N,C0A2B,6,5.98,0,00289E,approved,Prepaid Telephone Cards,Authentication Attempted,1,0,1
2023-12-03,4816,N,C0A2B,6,17.24,0,00425E,approved,Prepaid Telephone Cards,Authentication Attempted,1,0,1
2023-12-03,4816,N,C0A2B,6,11.7,0,00592E,approved,Prepaid Telephone Cards,Authentication Attempted,1,0,1
2023-12-03,4816,N,C0A2B,6,1.95,0,02076E,approved,Prepaid Telephone Cards,Authentication Attempted,1,0,1
2023-12-03,5818,N,C0A2B,0,14.94,9004,00647E,approved,"Cafeterias, Coffee Shops, Donuts",Authentication Failed/Unavailable,1,0,1
2023-12-03,5818,N,C0A2B,0,19.54,9004,03482E,approved,"Cafeterias, Coffee Shops, Donuts",Authentication Failed/Unavailable,1,0,1
2023-12-04,4816,N,C0A2B,6,68.05,0,07560E,approved,Prepaid Telephone Cards,Authentication Attempted,1,0,1
2023-12-04,4816,N,C0A2B,0,14.48,0,07718E,approved,Prepaid Telephone Cards,Authentication Failed/Unavailable,1,0,1
2023-12-05,4816,N,C0A2B,6,27.38,0,05486E,approved,Prepaid Telephone Cards,Authentication Attempted,1,0,1
2023-12-06,4816,N,C0A2B,6,32.14,0,06929E,approved,Prepaid Telephone Cards,Authentication Attempted,1,0,1
2023-12-06,4816,N,C0A2B,6,25.51,0,07073E,approved,Prepaid Telephone Cards,Authentication Attempted,1,0,1
2023-12-06,4814,N,C0A2B,0,50.4,0,02221E,approved,Telecommunication Services,Authentication Failed/Unavailable,1,0,1
2023-12-07,4816,N,C0A2B,6,14.94,0,05281E,approved,Prepaid Telephone Cards,Authentication Attempted,1,0,1
2023-12-08,5411,N,C0A2B,0,27.52,9004,03418E,approved,Grocery Stores and Supermarkets,Authentication Failed/Unavailable,1,0,1
2023-12-09,5732,N,C0A2B,0,16.04,7,07232E,decline,Electronics Stores,Authentication Failed/Unavailable,1,0,0
2023-12-09,5999,N,C0A2B,0,100.0,9004,04632E,approved,Miscellaneous Retail Stores,Authentication Failed/Unavailable,1,0,1
2023-12-09,5732,N,C0A2B,2,27.52,9009,03668E,approved,Electronics Stores,Authentication Successful,1,0,1
2023-12-10,4816,N,C0A2B,6,25.29,0,03420E,approved,Prepaid Telephone Cards,Authentication Attempted,1,0,1
2023-12-14,8099,N,C0A2B,0,0.74,7,06864E,decline,Health Practitioners,Authentication Failed/Unavailable,1,0,0
2023-12-14,5734,N,C0A2B,0,54.37,0,02053E,approved,Computer Software Stores,Authentication Failed/Unavailable,1,0,1
2023-12-15,5045,N,C0A2B,7,19.55,0,06156E,approved,Computers and Computer Peripheral Equipment,Authentication Failed/Unavailable,1,0,1
2023-12-17,4816,N,C0A2B,0,10.32,0,01302E,approved,Prepaid Telephone Cards,Authentication Failed/Unavailable,1,0,1
2023-12-18,7299,N,C0A2B,7,134.29,0,00846E,approved,Miscellaneous Personal Services,Authentication Failed/Unavailable,1,0,1
2023-12-20,4816,N,C0A2B,6,5.72,0,03209E,approved,Prepaid Telephone Cards,Authentication Attempted,1,0,1
2023-12-20,4816,N,C0A2B,6,27.52,8997,03371E,approved,Prepaid Telephone Cards,Authentication Attempted,1,0,1
2023-12-20,4814,N,C0A2B,0,86.25,0,08679E,approved,Telecommunication Services,Authentication Failed/Unavailable,1,0,1
